Date,Price,Open,High,Low,Vol.,Change %
2021-02-26,66.13,66.89,66.9,65.72,16.10K,-1.12%
2021-02-25,66.88,67.2,67.7,66.48,109.65K,-0.24%
2021-02-24,67.04,65.06,67.31,64.8,129.71K,2.55%
2021-02-23,65.37,65.51,66.79,64.47,231.18K,0.20%
2021-02-22,65.24,62.68,65.85,62.55,213.75K,3.70%
2021-02-19,62.91,63.3,63.94,62.09,305.83K,-1.60%
2021-02-18,63.93,65.02,65.52,63.22,420.56K,-0.64%
2021-02-17,64.34,63.15,64.96,62.73,391.26K,1.56%
2021-02-16,63.35,63.47,63.7,62.69,284.67K,0.08%
2021-02-15,63.3,62.83,63.76,62.82,220.38K,1.39%
2021-02-12,62.43,60.82,62.83,60.35,307.72K,2.11%
2021-02-11,61.14,61.01,61.5,60.72,209.69K,-0.54%
2021-02-10,61.47,61.21,61.69,60.87,287.71K,0.62%
2021-02-09,61.09,60.8,61.34,60.05,319.50K,0.88%
2021-02-08,60.56,59.43,60.72,59.43,269.31K,2.06%
2021-02-05,59.34,59.17,59.79,59.08,229.42K,0.85%
2021-02-04,58.84,58.59,59.12,58.04,244.07K,0.65%
2021-02-03,58.46,57.85,58.94,57.5,276.86K,1.74%
2021-02-02,57.46,56.35,58.05,56.33,337.68K,1.97%
2021-02-01,56.35,54.91,56.53,54.6,288.25K,0.84%
2021-01-29,55.88,55.52,56.37,55.31,19.94K,0.63%
2021-01-28,55.53,55.41,56.59,55.31,122.48K,-0.50%
2021-01-27,55.81,56.05,56.49,55.2,132.41K,-0.18%
2021-01-26,55.91,55.93,56.34,55.39,163.20K,0.05%
2021-01-25,55.88,55.26,56.02,55.07,198.27K,0.85%
2021-01-22,55.41,56,56.03,54.48,269.37K,-1.23%
2021-01-21,56.1,55.82,56.24,55.49,254.59K,0.04%
2021-01-20,56.08,56.07,56.64,55.66,310.89K,0.32%
2021-01-19,55.9,55.01,56.08,54.89,261.10K,2.10%
2021-01-18,54.75,54.75,55.21,54.49,142.87K,-0.64%
2021-01-15,55.1,56.41,56.5,54.64,298.41K,-2.34%
2021-01-14,56.42,55.93,56.57,55.24,331.29K,0.64%
2021-01-13,56.06,56.83,57.42,55.77,324.30K,-0.92%
2021-01-12,56.58,55.66,56.79,55.51,288.14K,1.65%
2021-01-11,55.66,56.24,56.39,54.99,295.07K,-0.59%
2021-01-08,55.99,54.56,56.36,54.34,336.65K,2.96%
2021-01-07,54.38,54.13,54.9,53.94,267.19K,0.15%
2021-01-06,54.3,53.52,54.73,53.02,414.41K,1.31%
2021-01-05,53.6,50.95,53.9,50.7,455.35K,4.91%
2021-01-04,51.09,51.5,53.33,50.56,382.90K,-1.37%
2020-12-31,51.8,51.49,51.84,50.9,133.22K,0.90%
2020-12-30,51.34,51.32,51.56,51.04,17.63K,0.49%
2020-12-29,51.09,51.02,51.63,50.86,91.33K,0.45%
2020-12-28,50.86,51.25,52.02,50.53,81.06K,-0.84%
2020-12-24,51.29,51.11,51.77,50.62,96.69K,0.18%
2020-12-23,51.2,49.7,51.59,49.2,182.63K,2.24%
2020-12-22,50.08,50.65,50.86,49.56,194.10K,-1.63%
2020-12-21,50.91,52.22,52.32,49.2,288.74K,-2.58%
2020-12-18,52.26,51.43,52.48,51.13,246.12K,1.48%
2020-12-17,51.5,51.12,51.9,51.08,233.88K,0.82%
2020-12-16,51.08,50.64,51.2,50.34,222.74K,0.63%
2020-12-15,50.76,50.3,50.89,49.78,190.55K,0.93%
2020-12-14,50.29,50.05,50.8,49.13,236.96K,0.64%
2020-12-11,49.97,50.45,50.74,49.74,231.87K,-0.56%
2020-12-10,50.25,49,51.06,48.86,288.73K,2.84%
2020-12-09,48.86,48.84,49.55,48.4,267.79K,0.04%
2020-12-08,48.84,48.58,49,48.09,225.24K,0.10%
2020-12-07,48.79,49.23,49.43,48.4,207.51K,-0.93%
2020-12-04,49.25,48.96,49.92,48.84,253.64K,1.11%
2020-12-03,48.71,48,48.94,47.67,274.73K,0.95%
2020-12-02,48.25,47.05,48.76,46.82,285.74K,1.75%
2020-12-01,47.42,47.79,48.3,46.88,258.69K,-0.36%
2020-11-30,47.59,47.91,47.99,46.85,20.68K,-1.22%
2020-11-27,48.18,47.81,48.44,47.34,87.75K,0.79%
2020-11-26,47.8,48.76,49.09,47.53,88.76K,-1.67%
2020-11-25,48.61,47.8,49.06,47.72,231.03K,1.57%
2020-11-24,47.86,45.9,48.03,45.89,263.24K,3.91%
2020-11-23,46.06,45.08,46.12,44.89,267.25K,2.45%
2020-11-20,44.96,44.15,45.24,44.05,264.01K,1.72%
2020-11-19,44.2,43.96,44.57,43.79,210.30K,-0.32%
2020-11-18,44.34,43.75,44.89,43.48,242.88K,1.35%
2020-11-17,43.75,43.89,44.25,43.08,226.35K,-0.16%
2020-11-16,43.82,42.71,44.67,42.71,268.43K,2.43%
2020-11-13,42.78,43.2,43.34,42.63,216.74K,-1.72%
2020-11-12,43.53,43.73,44.5,43.26,266.04K,-0.62%
2020-11-11,43.8,43.77,45.3,43.6,346.77K,0.44%
2020-11-10,43.61,41.75,44.11,41.71,315.25K,2.85%
2020-11-09,42.4,39.65,43.48,39.46,393.05K,7.48%
2020-11-06,39.45,40.63,40.69,39.34,255.44K,-3.62%
2020-11-05,40.93,40.96,41.53,40.33,219.20K,-0.73%
2020-11-04,41.23,40.13,41.33,39.42,250.87K,3.83%
2020-11-03,39.71,39.26,40.45,38.65,278.63K,1.90%
2020-11-02,38.97,37.37,39.36,35.74,326.07K,4.03%
2020-10-30,37.46,37.5,38.1,36.8,20.19K,-0.50%
2020-10-29,37.65,39.16,39.45,36.64,112.49K,-3.76%
2020-10-28,39.12,40.61,40.7,38.75,163.83K,-5.05%
2020-10-27,41.2,40.5,41.47,40.4,207.54K,1.83%
2020-10-26,40.46,41.53,41.63,40.22,210.53K,-3.14%
2020-10-23,41.77,42.4,42.8,41.5,205.21K,-1.63%
2020-10-22,42.46,41.59,42.79,41.46,257.20K,1.75%
2020-10-21,41.73,42.91,43.04,41.45,268.88K,-3.31%
2020-10-20,43.16,42.45,43.3,42.19,252.05K,1.27%
2020-10-19,42.62,42.69,43.23,42.36,209.06K,-0.72%
2020-10-16,42.93,43.1,43.21,42.27,197.16K,-0.53%
2020-10-15,43.16,43.45,43.48,41.56,295.28K,-0.37%
2020-10-14,43.32,42.43,43.45,42.13,279.12K,2.05%
2020-10-13,42.45,41.81,42.68,41.66,227.85K,1.75%
2020-10-12,41.72,42.6,42.71,41.36,238.87K,-2.64%
2020-10-09,42.85,43.36,43.57,42.61,254.62K,-1.13%
2020-10-08,43.34,42.15,43.47,41.86,266.26K,3.22%
2020-10-07,41.99,41.85,42.42,41.36,241.20K,-1.55%
2020-10-06,42.65,41.41,42.84,41.22,291.68K,3.29%
2020-10-05,41.29,39.19,41.78,39.14,273.76K,5.14%
2020-10-02,39.27,40.65,40.77,38.79,337.41K,-4.06%
2020-10-01,40.93,42.17,42.56,39.92,338.72K,-0.05%
2020-09-30,40.95,40.66,40.98,40.3,19.38K,-0.19%
2020-09-29,41.03,42.47,42.52,40.43,91.60K,-3.30%
2020-09-28,42.43,41.87,42.62,41.48,91.82K,1.22%
2020-09-25,41.92,41.85,42.33,41.52,129.40K,-0.05%
2020-09-24,41.94,41.36,42.02,41.27,162.93K,0.41%
2020-09-23,41.77,41.67,42.62,41.21,183.88K,0.12%
2020-09-22,41.72,41.79,42.2,41.21,210.74K,0.68%
2020-09-21,41.44,43.01,43.3,40.96,217.36K,-3.96%
2020-09-18,43.15,43.22,43.8,42.53,204.66K,-0.35%
2020-09-17,43.3,42.32,43.5,41.5,237.40K,2.56%
2020-09-16,42.22,40.72,42.44,40.59,237.25K,4.17%
2020-09-15,40.53,39.7,40.82,39.39,214.80K,2.32%
2020-09-14,39.61,39.78,40.09,39.3,200.09K,-0.55%
2020-09-11,39.83,39.96,40.34,39.38,211.88K,-0.57%
2020-09-10,40.06,40.58,40.96,39.71,208.86K,-1.79%
2020-09-09,40.79,39.65,41.2,39.37,278.22K,2.54%
2020-09-08,39.78,42.08,42.23,39.31,363.53K,-5.31%
2020-09-07,42.01,42.2,42.43,41.51,122.98K,-1.52%
2020-09-04,42.66,43.76,44.54,42.3,270.96K,-3.20%
2020-09-03,44.07,44.65,44.65,43.15,274.93K,-0.81%
2020-09-02,44.43,45.83,46.05,44.2,260.14K,-2.52%
2020-09-01,45.58,45.6,46.22,45.47,206.72K,0.66%
2020-08-31,45.28,45.8,46.53,45.21,174.31K,0.51%
2020-08-28,45.05,45.1,45.3,44.8,21.14K,-0.09%
2020-08-27,45.09,45.7,45.87,44.56,102.26K,-1.21%
2020-08-26,45.64,45.97,46.1,45.54,132.51K,-0.48%
2020-08-25,45.86,45.12,46.07,45.08,178.31K,1.62%
2020-08-24,45.13,44.5,45.18,44.29,176.64K,1.76%
2020-08-21,44.35,45.03,45.08,43.59,221.99K,-1.22%
2020-08-20,44.9,45.14,45.18,44.02,249.74K,-1.04%
2020-08-19,45.37,45.17,45.48,44.81,174.88K,-0.20%
2020-08-18,45.46,45.27,45.55,44.76,181.69K,0.20%
2020-08-17,45.37,44.86,45.41,44.53,164.23K,1.27%
2020-08-14,44.8,45.29,45.29,44.47,151.46K,-0.36%
2020-08-13,44.96,45.32,45.58,44.82,148.41K,-1.03%
2020-08-12,45.43,44.62,45.63,44.49,166.48K,2.09%
2020-08-11,44.5,45.05,45.79,44.39,202.74K,-1.09%
2020-08-10,44.99,44.66,45.26,44.37,135.30K,1.33%
2020-08-07,44.4,45.15,45.3,44.27,171.72K,-1.53%
2020-08-06,45.09,45.32,45.71,44.85,184.52K,-0.18%
2020-08-05,45.17,44.28,46.23,44.24,246.98K,1.67%
2020-08-04,44.43,43.84,44.82,43.24,227.12K,0.63%
2020-08-03,44.15,43.53,44.46,42.89,198.70K,1.96%
2020-07-31,43.3,43.29,43.44,43.05,14.42K,0.84%
2020-07-30,42.94,43.73,43.8,41.38,63.20K,-1.85%
2020-07-29,43.75,43.31,43.95,43.2,64.92K,1.23%
2020-07-28,43.22,43.55,43.84,43,107.34K,-0.44%
2020-07-27,43.41,43.35,43.77,42.39,174.75K,0.16%
2020-07-24,43.34,43.27,43.9,42.79,191.05K,0.07%
2020-07-23,43.31,44.1,44.77,43.13,262.24K,-2.21%
2020-07-22,44.29,44.03,44.4,43.62,202.16K,-0.07%
2020-07-21,44.32,43.17,44.89,43.16,229.78K,2.40%
2020-07-20,43.28,43.08,43.45,42.36,179.43K,0.32%
2020-07-17,43.14,43.4,43.45,42.64,162.40K,-0.53%
2020-07-16,43.37,43.71,43.8,43.14,172.16K,-0.96%
2020-07-15,43.79,43.07,43.85,42.7,232.18K,2.07%
2020-07-14,42.9,42.24,43.22,41.8,221.12K,0.42%
2020-07-13,42.72,43.12,43.34,42.14,200.31K,-1.20%
2020-07-10,43.24,42.36,43.42,41.32,214.05K,2.10%
2020-07-09,42.35,43.3,43.5,41.94,237.75K,-2.17%
2020-07-08,43.29,42.81,43.47,42.75,185.14K,0.49%
2020-07-07,43.08,43.13,43.45,42.46,183.23K,-0.05%
2020-07-06,43.1,42.79,43.71,42.74,185.02K,0.70%
2020-07-03,42.8,42.76,42.99,42.32,96.78K,-0.79%
2020-07-02,43.14,41.84,43.23,41.73,196.69K,2.64%
2020-07-01,42.03,41.58,42.62,41.03,252.52K,2.14%
2020-06-30,41.15,41.33,41.62,40.9,12.60K,-1.34%
2020-06-29,41.71,40.56,41.95,40.04,86.78K,1.68%
2020-06-26,41.02,41.44,41.81,40.29,120.32K,-0.07%
2020-06-25,41.05,40.35,41.64,39.47,166.05K,1.84%
2020-06-24,40.31,42.45,42.89,39.63,195.72K,-5.44%
2020-06-23,42.63,43.21,43.93,42.21,183.03K,-1.04%
2020-06-22,43.08,41.74,43.18,41.58,187.65K,2.11%
2020-06-19,42.19,41.72,42.92,41.03,217.49K,1.64%
2020-06-18,41.51,40.43,41.64,40.06,175.79K,1.97%
2020-06-17,40.71,40.61,41.46,40.03,175.24K,-0.61%
2020-06-16,40.96,39.94,41.65,38.95,248.58K,3.12%
2020-06-15,39.72,38.8,39.9,37.24,215.42K,2.56%
2020-06-12,38.73,37.88,39.45,37.01,237.89K,0.47%
2020-06-11,38.55,40.95,41.01,37.82,290.17K,-7.62%
2020-06-10,41.73,40.72,41.99,40.14,234.19K,1.34%
2020-06-09,41.18,41.1,41.45,39.85,222.36K,0.93%
2020-06-08,40.8,42.4,43.41,40.68,227.88K,-3.55%
2020-06-05,42.3,39.84,42.48,39.72,250.31K,5.78%
2020-06-04,39.99,39.6,40.1,39.04,172.61K,0.50%
2020-06-03,39.79,39.75,40.53,38.76,239.43K,0.56%
2020-06-02,39.57,38.34,39.75,38.26,205.22K,3.26%
2020-06-01,38.32,37.56,38.68,37.18,212.78K,8.46%
2020-05-29,35.33,35.15,35.37,34.06,14.71K,0.11%
2020-05-28,35.29,33.92,35.95,33.62,70.99K,1.58%
2020-05-27,34.74,35.93,36.16,33.98,112.25K,-3.95%
2020-05-26,36.17,35.66,36.68,35.26,129.98K,1.80%
2020-05-25,35.53,34.98,35.97,34.46,28.96K,1.14%
2020-05-22,35.13,36.18,36.23,33.54,174.59K,-2.58%
2020-05-21,36.06,35.82,36.98,35.75,178.55K,0.87%
2020-05-20,35.75,34.45,36.46,34.38,191.27K,3.17%
2020-05-19,34.65,35.66,35.76,34.2,188.93K,-0.46%
2020-05-18,34.81,32.78,35.72,32.69,232.25K,7.11%
2020-05-15,32.5,31.52,32.91,30.94,211.28K,4.40%
2020-05-14,31.13,29.52,31.55,28.88,222.21K,6.65%
2020-05-13,29.19,29.35,30.55,28.86,221.11K,-2.64%
2020-05-12,29.98,30.07,30.7,29.35,202.47K,1.18%
2020-05-11,29.63,30.7,31.47,29.35,242.21K,-4.33%
2020-05-08,30.97,29.6,31.14,29.43,147.30K,5.13%
2020-05-07,29.46,29.64,31.84,29.08,259.89K,-0.87%
2020-05-06,29.72,32.27,32.27,28.66,268.46K,-4.04%
2020-05-05,30.97,28.1,32.06,27.77,267.14K,13.86%
2020-05-04,27.2,26.1,28.08,25.5,215.73K,2.87%
2020-05-01,26.44,26.95,27.88,25.76,216.98K,4.63%
2020-04-30,25.27,22.87,25.76,22.87,9.69K,12.11%
2020-04-29,22.54,20.66,23.88,20.53,86.55K,10.17%
2020-04-28,20.46,19.9,21.29,18.73,123.22K,2.35%
2020-04-27,19.99,21.55,21.91,19.11,162.39K,-6.76%
2020-04-24,21.44,21.93,22.7,20.5,187.00K,0.52%
2020-04-23,21.33,20.89,23.22,20.07,256.30K,4.71%
2020-04-22,20.37,20.23,22.45,15.98,344.76K,5.38%
2020-04-21,19.33,26.33,26.5,17.51,637.21K,-24.40%
2020-04-20,25.57,28.05,28.25,25.37,361.83K,-8.94%
2020-04-17,28.08,28.66,28.93,27.58,286.17K,0.93%
2020-04-16,27.82,28.05,29,27.2,272.98K,0.47%
2020-04-15,27.69,30.26,30.33,27.16,284.34K,-6.45%
2020-04-14,29.6,32.25,32.32,29.38,297.55K,-6.74%
2020-04-13,31.74,33.99,33.99,30.63,223.29K,0.83%
2020-04-09,31.48,33.82,36.4,31.18,493.00K,-4.14%
2020-04-08,32.84,32.63,33.87,31.54,320.61K,3.04%
2020-04-07,31.87,33.66,34.18,31.74,303.42K,-3.57%
2020-04-06,33.05,31.76,34.24,30.03,296.07K,-3.11%
2020-04-03,34.11,29.89,35,28.25,541.28K,13.93%
2020-04-02,29.94,25.61,36.29,25.45,612.27K,21.02%
2020-04-01,24.74,25.99,26.28,24.52,347.29K,8.80%
2020-03-31,22.74,23,23.87,22.59,14.77K,-0.09%
2020-03-30,22.76,23.85,24.44,21.65,62.08K,-8.70%
2020-03-27,24.93,26.68,27,24.13,112.74K,-5.35%
2020-03-26,26.34,27.35,27.75,26.03,139.18K,-3.83%
2020-03-25,27.39,27.8,28.29,25.68,154.94K,0.88%
2020-03-24,27.15,27.72,28.65,26.69,198.91K,0.44%
2020-03-23,27.03,26.75,27.54,24.68,257.59K,0.19%
2020-03-20,26.98,28.1,30.94,26.81,313.84K,-5.23%
2020-03-19,28.47,27.19,29.42,24.96,335.72K,14.43%
2020-03-18,24.88,28.4,29.21,24.52,348.40K,-13.40%
2020-03-17,28.73,30.14,31.25,28.5,270.24K,-4.39%
2020-03-16,30.05,35.82,35.84,29.45,330.12K,-11.23%
2020-03-13,33.85,32.85,36.15,32.5,360.63K,1.90%
2020-03-12,33.22,35.99,36.46,32.5,472.74K,-7.18%
2020-03-11,35.79,37.27,39.7,35.35,471.77K,-3.84%
2020-03-10,37.22,35.84,38.22,35,551.29K,8.32%
2020-03-09,34.36,38.28,38.34,31.02,779.72K,-24.10%
2020-03-06,45.27,50.25,50.45,45.18,636.39K,-9.44%
2020-03-05,49.99,51.66,52.04,49.7,361.04K,-2.23%
2020-03-04,51.13,52.11,53.03,51.04,363.50K,-1.41%
2020-03-03,51.86,53.47,53.9,51.22,407.55K,-0.08%
2020-03-02,51.9,48.95,53.2,48.4,417.56K,2.73%
2020-02-28,50.52,51.42,51.52,50.05,20.36K,-3.18%
2020-02-27,52.18,53.18,53.25,50.97,112.16K,-2.34%
2020-02-26,53.43,55.13,55.45,53.03,171.50K,-2.77%
2020-02-25,54.95,56.46,56.98,54.62,210.28K,-2.40%
2020-02-24,56.3,57.85,57.86,55.13,236.33K,-3.76%
2020-02-21,58.5,59,59.25,57.73,236.49K,-1.37%
2020-02-20,59.31,59.31,60,58.9,268.65K,0.32%
2020-02-19,59.12,57.6,59.4,57.51,262.15K,2.37%
2020-02-18,57.75,57.35,57.83,56.3,249.20K,0.14%
2020-02-17,57.67,57.29,57.7,56.83,115.34K,0.61%
2020-02-14,57.32,56.41,57.53,56.15,258.14K,1.74%
2020-02-13,56.34,55.75,56.83,54.96,325.51K,0.99%
2020-02-12,55.79,54.41,56.36,54.39,305.45K,3.30%
2020-02-11,54.01,53.62,54.69,53.6,272.81K,1.39%
2020-02-10,53.27,54.2,54.71,53.11,280.18K,-2.20%
2020-02-07,54.47,55.14,55.4,54.21,270.80K,-0.84%
2020-02-06,54.93,55.56,56.58,54.25,379.87K,-0.63%
2020-02-05,55.28,54.05,56.46,54.05,412.27K,2.45%
2020-02-04,53.96,54.33,55.65,53.69,409.86K,-0.90%
2020-02-03,54.45,56.16,56.77,54.08,477.22K,-6.38%
2020-01-31,58.16,59.3,59.45,57.94,19.60K,-0.22%
2020-01-30,58.29,59.6,59.65,57.71,104.27K,-2.54%
2020-01-29,59.81,59.86,60.62,59.26,142.68K,0.50%
2020-01-28,59.51,59.03,60.12,58.5,248.95K,0.32%
2020-01-27,59.32,60.23,60.49,58.5,259.77K,-2.26%
2020-01-24,60.69,62.01,62.46,60.25,257.95K,-2.18%
2020-01-23,62.04,62.68,62.69,61.25,361.91K,-1.85%
2020-01-22,63.21,64.57,64.58,62.62,273.30K,-2.14%
2020-01-21,64.59,65.26,65.35,64.06,248.56K,-0.94%
2020-01-20,65.2,65.98,66,64.92,154.79K,0.54%
2020-01-17,64.85,64.69,65.6,64.48,238.64K,0.36%
2020-01-16,64.62,64.26,64.97,63.9,220.17K,0.97%
2020-01-15,64,64.44,64.6,63.55,229.53K,-0.76%
2020-01-14,64.49,64.29,65.05,63.92,270.50K,0.45%
2020-01-13,64.2,65.13,65.27,63.92,262.47K,-1.20%
2020-01-10,64.98,65.29,65.66,64.86,272.17K,-0.60%
2020-01-09,65.37,66,66.1,64.56,364.45K,-0.11%
2020-01-08,65.44,71.22,71.75,64.94,560.89K,-4.15%
2020-01-07,68.27,68.63,68.75,67.65,284.92K,-0.93%
2020-01-06,68.91,69.35,70.74,68.21,341.14K,0.45%
2020-01-03,68.6,66.28,69.5,66.22,479.70K,3.55%
2020-01-02,66.25,66.41,66.58,65.72,205.69K,0.38%
2019-12-31,66,66.65,66.93,65.63,171.01K,-3.57%
2019-12-30,68.44,68.2,68.99,68.16,29.42K,0.41%
2019-12-27,68.16,67.91,68.33,67.57,112.22K,0.35%
2019-12-26,67.92,67.27,67.99,67.22,69.82K,1.07%
2019-12-24,67.2,66.44,67.26,66.36,106.43K,1.22%
2019-12-23,66.39,66.15,66.62,65.81,131.42K,0.38%
2019-12-20,66.14,66.56,66.72,65.7,217.98K,-0.60%
2019-12-19,66.54,66.19,66.78,66.03,249.54K,0.56%
2019-12-18,66.17,65.84,66.43,65.56,262.34K,0.11%
2019-12-17,66.1,65.31,66.24,65.12,245.83K,1.16%
2019-12-16,65.34,65.05,65.66,64.88,186.09K,0.18%
2019-12-13,65.22,64.56,65.79,64.5,232.75K,1.59%
2019-12-12,64.2,63.9,64.85,63.87,238.31K,0.75%
2019-12-11,63.72,64,64.26,63.01,250.14K,-0.96%
2019-12-10,64.34,64.03,64.69,63.78,235.19K,0.14%
2019-12-09,64.25,64.29,64.5,63.61,239.77K,-0.22%
2019-12-06,64.39,63.41,64.88,62.83,314.60K,1.58%
2019-12-05,63.39,62.97,63.91,62.75,294.84K,0.62%
2019-12-04,63,61.08,63.51,61,319.04K,3.58%
2019-12-03,60.82,61.05,61.58,60.3,248.55K,-0.16%
2019-12-02,60.92,60.73,62.09,60.72,297.87K,-2.42%
2019-11-29,62.43,63.77,63.86,62.36,19.65K,-2.25%
2019-11-28,63.87,63.91,64,63.19,96.08K,-0.30%
2019-11-27,64.06,64.02,64.6,63.51,125.47K,-0.33%
2019-11-26,64.27,63.7,64.32,63.44,181.10K,0.97%
2019-11-25,63.65,63.6,63.8,62.97,212.05K,0.41%
2019-11-22,63.39,63.62,64.27,62.98,228.74K,-0.91%
2019-11-21,63.97,62.22,64.03,61.92,318.49K,2.52%
2019-11-20,62.4,60.94,62.8,60.3,343.31K,2.45%
2019-11-19,60.91,62.28,62.57,60.7,296.80K,-2.45%
2019-11-18,62.44,63.36,63.57,61.94,228.25K,-1.36%
2019-11-15,63.3,62.47,63.65,61.7,255.68K,1.64%
