Date,Price,Open,High,Low,Vol.,Change %
1431,2015-11-26,"9,110.00","8,900.00","9,325.00","8,900.00",-,2.36%
1432,2015-11-27,"8,770.00","9,135.00","9,235.00","8,680.00",-,-3.73%
1433,2015-11-30,"8,855.00","8,765.00","8,940.00","8,685.00",-,0.97%
1434,2015-12-01,"8,960.00","8,900.00","9,020.00","8,775.00",-,1.19%
1435,2015-12-02,"8,890.00","8,960.00","9,105.00","8,865.00",-,-0.78%
1436,2015-12-03,"8,800.00","8,970.00","8,985.00","8,660.00",-,-1.01%
1437,2015-12-04,"8,945.00","8,825.00","9,135.00","8,750.00",-,1.65%
1438,2015-12-07,"8,765.00","8,965.00","9,125.00","8,745.00",-,-2.01%
1439,2015-12-08,"8,645.00","8,790.00","8,790.00","8,530.00",-,-1.37%
1440,2015-12-09,"8,650.00","8,645.00","8,835.00","8,645.00",-,0.06%
1441,2015-12-10,"8,535.00","8,655.00","8,720.00","8,525.00",-,-1.33%
1442,2015-12-11,"8,685.00","8,535.00","8,780.00","8,535.00",-,1.76%
1443,2015-12-14,"8,775.00","8,650.00","8,825.00","8,600.00",-,1.04%
1444,2015-12-15,"8,550.00","8,785.00","8,830.00","8,525.00",-,-2.56%
1445,2015-12-16,"8,815.00","8,600.00","8,890.00","8,580.00",-,3.10%
1446,2015-12-17,"8,690.00","8,780.00","8,825.00","8,595.00",-,-1.42%
1447,2015-12-18,"8,750.00","8,655.00","8,825.00","8,650.00",-,0.69%
1448,2015-12-21,"8,850.00","8,790.00","8,925.00","8,685.00",-,1.14%
1449,2015-12-22,"8,640.00","8,865.00","8,890.00","8,640.00",-,-2.37%
1450,2015-12-23,"8,655.00","8,675.00","8,730.00","8,595.00",-,0.17%
1451,2015-12-24,"8,605.00","8,670.00","8,730.00","8,560.00",-,-0.58%
1452,2015-12-29,"8,705.00","8,555.00","8,755.00","8,435.00",-,1.16%
1453,2015-12-30,"8,675.00","8,705.00","8,770.00","8,590.00",-,-0.34%
1454,2015-12-31,"8,815.00","8,675.00","8,850.00","8,675.00",-,1.61%
1455,2016-01-04,"8,505.00","8,800.00","8,800.00","8,460.00",-,-3.52%
1456,2016-01-05,"8,510.00","8,530.00","8,645.00","8,470.00",-,0.06%
1457,2016-01-06,"8,630.00","8,535.00","8,645.00","8,460.00",-,1.41%
1458,2016-01-07,"8,375.00","8,575.00","8,590.00","8,215.00",-,-2.95%
1459,2016-01-08,"8,495.00","8,400.00","8,565.00","8,335.00",-,1.43%
1460,2016-01-11,"8,185.00","8,460.00","8,475.00","8,180.00",-,-3.65%
1461,2016-01-12,"8,130.00","8,230.00","8,290.00","8,100.00",-,-0.67%
1462,2016-01-13,"8,250.00","8,195.00","8,355.00","8,175.00",-,1.48%
1463,2016-01-14,"8,610.00","8,280.00","8,630.00","8,240.00",-,4.36%
1464,2016-01-15,"8,400.00","8,605.00","8,625.00","8,360.00",-,-2.44%
1465,2016-01-18,"8,555.00","8,435.00","8,640.00","8,430.00",-,1.85%
1466,2016-01-19,"8,575.00","8,550.00","8,745.00","8,500.00",-,0.23%
1467,2016-01-20,"8,540.00","8,600.00","8,650.00","8,490.00",-,-0.41%
1468,2016-01-21,"8,700.00","8,570.00","8,770.00","8,485.00",-,1.87%
1469,2016-01-22,"8,635.00","8,720.00","8,870.00","8,615.00",-,-0.75%
1470,2016-01-25,"8,515.00","8,690.00","8,690.00","8,500.00",-,-1.39%
1471,2016-01-26,"8,685.00","8,540.00","8,695.00","8,465.00",-,2.00%
1472,2016-01-27,"8,675.00","8,655.00","8,760.00","8,640.00",-,-0.12%
1473,2016-01-28,"8,575.00","8,685.00","8,690.00","8,565.00",-,-1.15%
1474,2016-01-29,"8,600.00","8,595.00","8,680.00","8,530.00",-,0.29%
1475,2016-02-01,"8,470.00","8,625.00","8,635.00","8,430.00",-,-1.51%
1476,2016-02-02,"8,370.00","8,485.00","8,590.00","8,360.00",-,-1.18%
1477,2016-02-03,"8,510.00","8,385.00","8,540.00","8,365.00",-,1.67%
1478,2016-02-04,"8,535.00","8,505.00","8,640.00","8,470.00",-,0.29%
1479,2016-02-05,"8,115.00","8,525.00","8,540.00","8,110.00",-,-4.92%
1480,2016-02-08,"8,180.00","8,010.00","8,285.00","8,000.00",-,0.80%
1481,2016-02-09,"8,060.00","8,175.00","8,305.00","8,055.00",-,-1.47%
1482,2016-02-10,"7,900.00","8,065.00","8,135.00","7,880.00",-,-1.99%
1483,2016-02-11,"7,590.00","7,910.00","7,935.00","7,550.00",-,-3.92%
1484,2016-02-12,"7,755.00","7,655.00","7,820.00","7,625.00",-,2.17%
1485,2016-02-15,"8,230.00","7,985.00","8,270.00","7,985.00",-,6.13%
1486,2016-02-16,"8,335.00","8,260.00","8,345.00","8,220.00",-,1.28%
1487,2016-02-17,"8,415.00","8,325.00","8,475.00","8,225.00",-,0.96%
1488,2016-02-18,"8,355.00","8,380.00","8,390.00","8,285.00",-,-0.71%
1489,2016-02-19,"8,550.00","8,330.00","8,635.00","8,300.00",-,2.33%
1490,2016-02-22,"8,720.00","8,550.00","8,775.00","8,525.00",-,1.99%
1491,2016-02-23,"8,645.00","8,710.00","8,760.00","8,580.00",-,-0.86%
1492,2016-02-24,"8,660.00","8,620.00","8,665.00","8,470.00",-,0.17%
1493,2016-02-25,"8,340.00","8,615.00","8,655.00","8,315.00",-,-3.70%
1494,2016-02-26,"8,475.00","8,395.00","8,580.00","8,380.00",-,1.62%
1495,2016-02-29,"8,505.00","8,465.00","8,530.00","8,395.00",-,0.35%
1496,2016-03-01,"8,670.00","8,475.00","8,685.00","8,430.00",-,1.94%
1497,2016-03-02,"8,705.00","8,635.00","8,885.00","8,605.00",-,0.40%
1498,2016-03-03,"8,985.00","8,725.00","8,990.00","8,650.00",-,3.22%
1499,2016-03-04,"9,320.00","8,970.00","9,340.00","8,925.00",-,3.73%
1500,2016-03-07,"9,350.00","9,320.00","9,475.00","9,185.00",-,0.32%
1501,2016-03-08,"8,595.00","9,305.00","9,330.00","8,545.00",-,-8.07%
1502,2016-03-09,"8,835.00","8,655.00","8,895.00","8,635.00",-,2.79%
1503,2016-03-10,"8,755.00","8,855.00","8,920.00","8,710.00",-,-0.91%
1504,2016-03-11,"8,770.00","8,770.00","8,880.00","8,750.00",-,0.17%
1505,2016-03-14,"8,650.00","8,780.00","8,920.00","8,550.00",-,-1.37%
1506,2016-03-15,"8,570.00","8,645.00","8,695.00","8,485.00",-,-0.92%
1507,2016-03-16,"8,650.00","8,600.00","8,685.00","8,465.00",-,0.93%
1508,2016-03-17,"8,875.00","8,655.00","8,895.00","8,630.00",-,2.60%
1509,2016-03-18,"8,650.00","8,850.00","8,995.00","8,605.00",-,-2.54%
1510,2016-03-21,"8,750.00","8,615.00","8,820.00","8,555.00",-,1.16%
1511,2016-03-22,"8,820.00","8,750.00","8,840.00","8,620.00",-,0.80%
1512,2016-03-23,"8,660.00","8,785.00","8,840.00","8,610.00",-,-1.81%
1513,2016-03-24,"8,655.00","8,650.00","8,715.00","8,605.00",-,-0.06%
1514,2016-03-29,"8,510.00","8,650.00","8,710.00","8,430.00",-,-1.68%
1515,2016-03-30,"8,440.00","8,465.00","8,575.00","8,440.00",-,-0.82%
1516,2016-03-31,"8,495.00","8,435.00","8,495.00","8,335.00",-,0.65%
1517,2016-04-01,"8,305.00","8,470.00","8,490.00","8,300.00",-,-2.24%
1518,2016-04-04,"8,385.00","8,330.00","8,395.00","8,240.00",-,0.96%
1519,2016-04-05,"8,495.00","8,370.00","8,495.00","8,305.00",-,1.31%
1520,2016-04-06,"8,550.00","8,465.00","8,585.00","8,430.00",-,0.65%
1521,2016-04-07,"8,375.00","8,555.00","8,580.00","8,360.00",-,-2.05%
1522,2016-04-08,"8,535.00","8,390.00","8,615.00","8,365.00",-,1.91%
1523,2016-04-11,"8,535.00","8,525.00","8,645.00","8,515.00",-,0.00%
1524,2016-04-12,"8,865.00","8,500.00","8,885.00","8,500.00",-,3.87%
1525,2016-04-13,"8,950.00","8,830.00","8,995.00","8,800.00",-,0.96%
1526,2016-04-14,"8,995.00","8,945.00","8,995.00","8,855.00",-,0.50%
1527,2016-04-15,"8,930.00","8,975.00","8,980.00","8,810.00",-,-0.72%
1528,2016-04-18,"9,105.00","8,865.00","9,125.00","8,805.00",-,1.96%
1529,2016-04-19,"9,210.00","9,110.00","9,265.00","8,875.00",-,1.15%
1530,2016-04-20,"9,270.00","9,195.00","9,345.00","9,075.00",-,0.65%
1531,2016-04-21,"9,055.00","9,270.00","9,575.00","8,855.00",-,-2.32%
1532,2016-04-22,"9,015.00","9,075.00","9,355.00","8,980.00",-,-0.44%
1533,2016-04-25,"9,090.00","9,040.00","9,165.00","9,000.00",-,0.83%
1534,2016-04-26,"9,185.00","9,075.00","9,255.00","8,980.00",-,1.05%
1535,2016-04-27,"9,200.00","9,190.00","9,280.00","9,085.00",-,0.16%
1536,2016-04-28,"9,255.00","9,170.00","9,290.00","9,120.00",-,0.60%
1537,2016-04-29,"9,430.00","9,260.00","9,535.00","9,210.00",-,1.89%
1538,2016-05-03,"9,480.00","9,425.00","9,690.00","9,305.00",-,0.53%
1539,2016-05-04,"9,395.00","9,460.00","9,520.00","9,375.00",-,-0.90%
1540,2016-05-05,"8,930.00","9,410.00","9,465.00","8,920.00",-,-4.95%
1541,2016-05-06,"9,030.00","8,950.00","9,125.00","8,930.00",-,1.12%
1542,2016-05-09,"8,635.00","8,990.00","9,025.00","8,615.00",-,-4.37%
1543,2016-05-10,"8,695.00","8,630.00","8,770.00","8,620.00",-,0.69%
1544,2016-05-11,"8,830.00","8,680.00","8,905.00","8,680.00",-,1.55%
1545,2016-05-12,"8,615.00","8,830.00","8,940.00","8,615.00",-,-2.43%
1546,2016-05-13,"8,640.00","8,615.00","8,700.00","8,565.00",-,0.29%
1547,2016-05-16,"8,700.00","8,635.00","8,775.00","8,560.00",-,0.69%
1548,2016-05-17,"8,750.00","8,720.00","8,795.00","8,630.00",-,0.57%
1549,2016-05-18,"8,645.00","8,750.00","8,785.00","8,575.00",-,-1.20%
1550,2016-05-19,"8,555.00","8,620.00","8,635.00","8,455.00",-,-1.04%
1551,2016-05-20,"8,475.00","8,545.00","8,625.00","8,470.00",-,-0.94%
1552,2016-05-23,"8,350.00","8,475.00","8,510.00","8,325.00",-,-1.47%
1553,2016-05-24,"8,410.00","8,350.00","8,485.00","8,325.00",-,0.72%
1554,2016-05-25,"8,350.00","8,430.00","8,475.00","8,350.00",-,-0.71%
1555,2016-05-26,"8,350.00","8,370.00","8,460.00","8,340.00",-,0.00%
1556,2016-05-27,"8,395.00","8,365.00","8,495.00","8,340.00",-,0.54%
1557,2016-05-31,"8,440.00","8,395.00","8,555.00","8,395.00",-,0.54%
1558,2016-06-01,"8,430.00","8,425.00","8,480.00","8,330.00",-,-0.12%
1559,2016-06-02,"8,410.00","8,450.00","8,480.00","8,380.00",-,-0.24%
1560,2016-06-03,"8,495.00","8,415.00","8,585.00","8,410.00",-,1.01%
1561,2016-06-06,"8,655.00","8,535.00","8,725.00","8,515.00",-,1.88%
1562,2016-06-07,"8,620.00","8,670.00","8,695.00","8,545.00",-,-0.40%
1563,2016-06-08,"8,985.00","8,610.00","8,995.00","8,605.00",-,4.23%
1564,2016-06-09,"8,950.00","8,970.00","9,135.00","8,845.00",-,-0.39%
1565,2016-06-10,"8,920.00","8,930.00","9,025.00","8,860.00",-,-0.34%
1566,2016-06-13,"8,855.00","8,870.00","8,925.00","8,770.00",-,-0.73%
1567,2016-06-14,"8,845.00","8,860.00","8,905.00","8,810.00",-,-0.11%
1568,2016-06-15,"8,970.00","8,850.00","9,145.00","8,840.00",-,1.41%
1569,2016-06-16,"8,870.00","9,010.00","9,010.00","8,800.00",-,-1.11%
1570,2016-06-17,"9,040.00","8,875.00","9,085.00","8,835.00",-,1.92%
1571,2016-06-20,"9,220.00","9,060.00","9,275.00","9,040.00",-,1.99%
1572,2016-06-21,"9,175.00","9,230.00","9,310.00","9,080.00",-,-0.49%
1573,2016-06-22,"9,185.00","9,180.00","9,285.00","9,120.00",-,0.11%
1574,2016-06-23,"9,200.00","9,185.00","9,230.00","9,125.00",-,0.16%
1575,2016-06-24,"8,985.00","9,185.00","9,185.00","8,790.00",-,-2.34%
1576,2016-06-27,"8,940.00","8,960.00","9,125.00","8,910.00",-,-0.50%
1577,2016-06-28,"9,345.00","8,950.00","9,345.00","8,945.00",-,4.53%
1578,2016-06-29,"9,445.00","9,335.00","9,445.00","9,205.00",-,1.07%
1579,2016-06-30,"9,415.00","9,435.00","9,545.00","9,275.00",-,-0.32%
1580,2016-07-01,"9,950.00","9,420.00","9,995.00","9,360.00",-,5.68%
1581,2016-07-04,"10,000.00","9,915.00","10,400.00","9,860.00",-,0.50%
1582,2016-07-05,"9,670.00","9,975.00","10,310.00","9,640.00",-,-3.30%
1583,2016-07-06,"10,130.00","9,690.00","10,130.00","9,625.00",-,4.76%
1584,2016-07-07,"9,680.00","10,005.00","10,170.00","9,670.00",-,-4.44%
1585,2016-07-08,"9,855.00","9,705.00","9,925.00","9,525.00",-,1.81%
1586,2016-07-11,"10,040.00","9,850.00","10,180.00","9,775.00",-,1.88%
1587,2016-07-12,"10,440.00","10,035.00","10,515.00","10,020.00",-,3.98%
1588,2016-07-13,"10,280.00","10,450.00","10,665.00","10,220.00",-,-1.53%
1589,2016-07-14,"10,332.50","10,292.50","10,517.50","10,165.00",-,0.51%
1590,2016-07-15,"10,210.00","10,350.00","10,505.00","10,207.50",-,-1.19%
1591,2016-07-18,"10,587.50","10,225.00","10,587.50","10,137.50",-,3.70%
1592,2016-07-19,"10,465.00","10,575.00","10,657.50","10,335.00",-,-1.16%
1593,2016-07-20,"10,572.50","10,472.50","10,592.50","10,305.00",-,1.03%
1594,2016-07-21,"10,722.50","10,557.50","10,895.00","10,532.50",-,1.42%
1595,2016-07-22,"10,382.50","10,722.50","10,722.50","10,377.50",-,-3.17%
1596,2016-07-25,"10,477.50","10,407.50","10,535.00","10,362.50",-,0.92%
1597,2016-07-26,"10,337.50","10,477.50","10,477.50","10,230.00",-,-1.34%
1598,2016-07-27,"10,340.00","10,355.00","10,472.50","10,260.00",-,0.02%
1599,2016-07-28,"10,715.00","10,355.00","10,722.50","10,355.00",-,3.63%
1600,2016-07-29,"10,637.50","10,710.00","10,720.00","10,472.50",-,-0.72%
1601,2016-08-01,"10,730.00","10,642.50","10,797.50","10,620.00",-,0.87%
1602,2016-08-02,"10,720.00","10,687.50","10,847.50","10,585.00",-,-0.09%
1603,2016-08-03,"10,747.50","10,685.00","10,780.00","10,587.50",-,0.26%
1604,2016-08-04,"10,562.50","10,762.50","10,767.50","10,442.50",-,-1.72%
1605,2016-08-05,"10,705.00","10,577.50","10,707.50","10,515.00",-,1.35%
1606,2016-08-08,"10,790.00","10,687.50","10,847.50","10,655.00",-,0.79%
1607,2016-08-09,"10,782.50","10,767.50","10,797.50","10,657.50",-,-0.07%
1608,2016-08-10,"10,825.00","10,772.50","11,022.50","10,687.50",-,0.39%
1609,2016-08-11,"10,727.50","10,797.50","10,820.00","10,705.00",-,-0.90%
1610,2016-08-12,"10,292.50","10,725.00","10,775.00","10,287.50",-,-4.05%
1611,2016-08-15,"10,462.50","10,317.50","10,502.50","10,280.00",-,1.65%
1612,2016-08-16,"10,247.50","10,467.50","10,475.00","10,237.50",-,-2.05%
1613,2016-08-17,"10,232.50","10,262.50","10,372.50","10,175.00",-,-0.15%
1614,2016-08-18,"10,317.50","10,247.50","10,427.50","10,247.50",-,0.83%
1615,2016-08-19,"10,357.50","10,322.50","10,400.00","10,265.00",-,0.39%
1616,2016-08-22,"10,260.00","10,355.00","10,365.00","10,157.50",-,-0.94%
1617,2016-08-23,"10,245.00","10,262.50","10,307.50","10,210.00",-,-0.15%
1618,2016-08-24,"9,982.50","10,247.50","10,277.50","9,952.50",-,-2.56%
1619,2016-08-25,"9,840.00","9,985.00","9,997.50","9,812.50",-,-1.43%
1620,2016-08-26,"9,837.50","9,847.50","9,947.50","9,790.00",-,-0.03%
1621,2016-08-30,"9,822.50","9,867.50","9,897.50","9,752.50",-,-0.15%
1622,2016-08-31,"9,777.50","9,827.50","9,877.50","9,762.50",-,-0.46%
1623,2016-09-01,"9,927.50","9,780.00","9,952.50","9,772.50",-,1.53%
1624,2016-09-02,"10,030.00","9,932.50","10,095.00","9,912.50",-,1.03%
1625,2016-09-05,"10,025.00","10,037.50","10,092.50","9,962.50",-,-0.05%
1626,2016-09-06,"10,115.00","10,040.00","10,222.50","10,022.50",-,0.90%
1627,2016-09-07,"10,222.50","10,130.00","10,257.50","10,087.50",-,1.06%
1628,2016-09-08,"10,297.50","10,225.00","10,370.00","10,165.00",-,0.73%
1629,2016-09-09,"10,352.50","10,300.00","10,435.00","10,257.50",-,0.53%
1630,2016-09-12,"10,095.00","10,337.50","10,337.50","9,972.50",-,-2.49%
1631,2016-09-13,"9,887.50","10,102.50","10,155.00","9,867.50",-,-2.06%
1632,2016-09-14,"9,867.50","9,897.50","9,960.00","9,777.50",-,-0.20%
1633,2016-09-15,"9,710.00","9,892.50","9,937.50","9,707.50",-,-1.60%
1634,2016-09-16,"9,730.00","9,712.50","9,762.50","9,632.50",-,0.21%
1635,2016-09-19,"10,157.50","9,752.50","10,162.50","9,752.50",-,4.39%
1636,2016-09-20,"10,272.50","10,142.50","10,312.50","10,085.00",-,1.13%
1637,2016-09-21,"10,327.50","10,285.00","10,387.50","10,175.00",-,0.54%
1638,2016-09-22,"10,637.50","10,357.50","10,647.50","10,347.50",-,3.00%
1639,2016-09-23,"10,635.00","10,645.00","10,715.00","10,522.50",-,-0.02%
1640,2016-09-26,"10,472.50","10,625.00","10,625.00","10,420.00",-,-1.53%
1641,2016-09-27,"10,637.50","10,460.00","10,870.00","10,247.50",-,1.58%
1642,2016-09-28,"10,700.00","10,655.00","10,730.00","10,570.00",-,0.59%
1643,2016-09-29,"10,417.50","10,707.50","10,827.50","10,387.50",-,-2.64%
1644,2016-09-30,"10,510.00","10,425.00","10,687.50","10,347.50",-,0.89%
1645,2016-10-03,"10,317.50","10,512.50","10,640.00","10,187.50",-,-1.83%
1646,2016-10-04,"10,045.00","10,340.00","10,372.50","10,012.50",-,-2.64%
1647,2016-10-05,"10,142.50","10,070.00","10,155.00","9,947.50",-,0.97%
1648,2016-10-06,"10,252.50","10,087.50","10,270.00","10,052.50",-,1.08%
1649,2016-10-07,"10,217.50","10,257.50","10,382.50","10,170.00",-,-0.34%
1650,2016-10-10,"10,532.50","10,235.00","10,547.50","10,222.50",-,3.08%
1651,2016-10-11,"10,442.50","10,532.50","10,557.50","10,365.00",-,-0.85%
1652,2016-10-12,"10,585.00","10,437.50","10,617.50","10,427.50",-,1.36%
1653,2016-10-13,"10,425.00","10,575.00","10,590.00","10,360.00",-,-1.51%
1654,2016-10-14,"10,485.00","10,420.00","10,512.50","10,372.50",-,0.58%
1655,2016-10-17,"10,322.50","10,460.00","10,497.50","10,285.00",-,-1.55%
1656,2016-10-18,"10,437.50","10,317.50","10,467.50","10,317.50",-,1.11%
1657,2016-10-19,"10,300.00","10,435.00","10,457.50","10,182.50",-,-1.32%
1658,2016-10-20,"10,132.50","10,305.00","10,345.00","10,112.50",-,-1.63%
1659,2016-10-21,"9,977.50","10,130.00","10,167.50","9,967.50",-,-1.53%
1660,2016-10-24,"10,172.50","9,972.50","10,172.50","9,967.50",-,1.95%
1661,2016-10-25,"10,237.50","10,160.00","10,347.50","10,142.50",-,0.64%
1662,2016-10-26,"10,230.00","10,242.50","10,292.50","10,137.50",-,-0.07%
1663,2016-10-27,"10,337.50","10,227.50","10,385.00","10,102.50",-,1.05%
1664,2016-10-28,"10,385.00","10,332.50","10,442.50","10,310.00",-,0.46%
1665,2016-10-31,"10,417.50","10,382.50","10,585.00","10,340.00",-,0.31%
1666,2016-11-01,"10,437.50","10,445.00","10,552.50","10,392.50",-,0.19%
1667,2016-11-02,"10,335.00","10,460.00","10,477.50","10,292.50",-,-0.98%
1668,2016-11-03,"10,475.00","10,355.00","10,542.50","10,355.00",-,1.35%
1669,2016-11-04,"10,440.00","10,482.50","10,522.50","10,410.00",-,-0.33%
1670,2016-11-07,"11,202.50","10,455.00","11,230.00","10,447.50",-,7.30%
1671,2016-11-08,"11,222.50","11,195.00","11,355.00","11,035.00",-,0.18%
1672,2016-11-09,"11,657.50","11,237.50","11,657.50","10,830.00",-,3.88%
1673,2016-11-10,"11,480.00","11,617.50","11,887.50","11,422.50",-,-1.52%
1674,2016-11-11,"11,217.50","11,555.00","12,132.50","11,042.50",-,-2.29%
1675,2016-11-14,"11,357.50","11,275.00","11,447.50","11,082.50",-,1.25%
1676,2016-11-15,"11,367.50","11,305.00","11,530.00","11,060.00",-,0.09%
1677,2016-11-16,"11,330.00","11,305.00","11,435.00","11,170.00",-,-0.33%
1678,2016-11-17,"11,197.50","11,292.50","11,330.00","11,182.50",-,-1.17%
1679,2016-11-18,"10,902.50","11,162.50","11,222.50","10,855.00",-,-2.63%
1680,2016-11-21,"11,370.00","10,942.50","11,397.50","10,942.50",-,4.29%
1681,2016-11-22,"11,347.50","11,362.50","11,552.50","11,322.50",-,-0.20%
1682,2016-11-23,"11,627.50","11,372.50","11,642.50","11,275.00",-,2.47%
1683,2016-11-24,"11,552.50","11,645.00","11,757.50","11,527.50",-,-0.65%
1684,2016-11-25,"11,680.00","11,612.50","11,740.00","11,412.50",-,1.10%
1685,2016-11-28,"11,517.50","11,662.50","11,897.50","11,492.50",-,-1.39%
1686,2016-11-29,"11,145.00","11,605.00","11,632.50","11,002.50",-,-3.23%
1687,2016-11-30,"11,167.50","11,165.00","11,242.50","10,880.00",-,0.20%
1688,2016-12-01,"11,200.00","11,210.00","11,317.50","11,112.50",-,0.29%
1689,2016-12-02,"11,482.50","11,247.50","11,552.50","11,090.00",-,2.52%
1690,2016-12-05,"11,627.50","11,492.50","11,752.50","11,445.00",-,1.26%
1691,2016-12-06,"11,620.00","11,622.50","11,715.00","11,525.00",-,-0.06%
1692,2016-12-07,"11,405.00","11,647.50","11,725.00","11,372.50",-,-1.85%
1693,2016-12-08,"11,155.00","11,437.50","11,490.00","11,092.50",-,-2.19%
1694,2016-12-09,"11,462.50","11,192.50","11,485.00","11,175.00",-,2.76%
1695,2016-12-12,"11,350.00","11,565.00","11,667.50","11,262.50",-,-0.98%
1696,2016-12-13,"11,382.50","11,335.00","11,522.50","11,235.00",-,0.29%
1697,2016-12-14,"11,467.50","11,340.00","11,522.50","11,297.50",-,0.75%
1698,2016-12-15,"11,262.50","11,395.00","11,557.50","11,237.50",-,-1.79%
1699,2016-12-16,"11,190.00","11,360.00","11,417.50","11,132.50",-,-0.64%
1700,2016-12-19,"10,890.00","11,185.00","11,227.50","10,687.50",-,-2.68%
1701,2016-12-20,"10,940.00","10,895.00","11,007.50","10,875.00",-,0.46%
1702,2016-12-21,"10,835.00","10,937.50","11,022.50","10,817.50",-,-0.96%
1703,2016-12-22,"10,782.50","10,855.00","10,917.50","10,572.50",-,-0.48%
1704,2016-12-23,"10,440.00","10,765.00","10,782.50","10,392.50",-,-3.18%
1705,2016-12-28,"10,112.50","10,385.00","10,395.00","10,095.00",-,-3.14%
1706,2016-12-29,"10,142.50","10,130.00","10,205.00","10,032.50",-,0.30%
1707,2016-12-30,"10,057.50","10,162.50","10,185.00","10,002.50",-,-0.84%
1708,2017-01-03,"9,977.50","10,080.00","10,265.00","9,905.00",-,-0.80%
1709,2017-01-04,"10,212.50","9,930.00","10,255.00","9,892.50",-,2.36%
1710,2017-01-05,"10,245.00","10,207.50","10,377.50","10,160.00",-,0.32%
1711,2017-01-06,"10,287.50","10,257.50","10,307.50","10,155.00",-,0.41%
1712,2017-01-09,"10,377.50","10,275.00","10,397.50","10,270.00",-,0.87%
1713,2017-01-10,"10,532.50","10,360.00","10,622.50","10,325.00",-,1.49%
1714,2017-01-11,"10,092.50","10,520.00","10,587.50","10,032.50",-,-4.18%
1715,2017-01-12,"10,327.50","10,097.50","10,347.50","9,660.00",-,2.33%
1716,2017-01-13,"10,407.50","10,275.00","10,457.50","10,057.50",-,0.77%
1717,2017-01-16,"10,252.50","10,387.50","10,427.50","10,232.50",-,-1.49%
1718,2017-01-17,"10,150.00","10,255.00","10,337.50","10,087.50",-,-1.00%
1719,2017-01-18,"10,165.00","10,192.50","10,260.00","10,140.00",-,0.15%
1720,2017-01-19,"9,905.00","10,170.00","10,230.00","9,867.50",-,-2.56%
1721,2017-01-20,"9,687.50","9,922.50","9,997.50","9,637.50",-,-2.20%
1722,2017-01-23,"9,782.50","9,767.50","9,937.50","9,720.00",-,0.98%
1723,2017-01-24,"9,817.50","9,797.50","9,887.50","9,712.50",-,0.36%
1724,2017-01-25,"9,737.50","9,835.00","9,842.50","9,562.50",-,-0.81%
1725,2017-01-26,"9,352.50","9,760.00","9,870.00","9,352.50",-,-3.95%
1726,2017-01-27,"9,542.50","9,375.00","9,542.50","9,362.50",-,2.03%
1727,2017-01-30,"9,715.00","9,530.00","9,742.50","9,502.50",-,1.81%
1728,2017-01-31,"9,962.50","9,722.50","10,060.00","9,695.00",-,2.55%
1729,2017-02-01,"10,277.50","9,985.00","10,277.50","9,977.50",-,3.16%
1730,2017-02-02,"10,345.00","10,252.50","10,490.00","10,192.50",-,0.66%
1731,2017-02-03,"10,277.50","10,240.00","10,340.00","10,030.00",-,-0.65%
1732,2017-02-06,"10,452.50","10,277.50","10,472.50","10,277.50",-,1.70%
1733,2017-02-07,"10,352.50","10,432.50","10,432.50","10,290.00",-,-0.96%
1734,2017-02-08,"10,472.50","10,345.00","10,532.50","10,337.50",-,1.16%
1735,2017-02-09,"10,295.00","10,465.00","10,487.50","10,267.50",-,-1.69%
1736,2017-02-10,"10,645.00","10,312.50","10,667.50","10,262.50",-,3.40%
1737,2017-02-13,"10,682.50","10,655.00","10,782.50","10,640.00",-,0.35%
1738,2017-02-14,"10,790.00","10,705.00","10,892.50","10,650.00",-,1.01%
1739,2017-02-15,"10,907.50","10,757.50","10,922.50","10,692.50",-,1.09%
1740,2017-02-16,"11,047.50","10,917.50","11,057.50","10,855.00",-,1.28%
1741,2017-02-17,"11,065.00","11,032.50","11,067.50","10,855.00",-,0.16%
1742,2017-02-20,"11,157.50","11,062.50","11,162.50","10,975.00",-,0.84%
1743,2017-02-21,"10,832.50","11,127.50","11,162.50","10,802.50",-,-2.91%
1744,2017-02-22,"10,732.50","10,875.00","10,902.50","10,710.00",-,-0.92%
1745,2017-02-23,"10,562.50","10,760.00","10,802.50","10,532.50",-,-1.58%
1746,2017-02-24,"10,885.00","10,555.00","10,910.00","10,555.00",-,3.05%
1747,2017-02-27,"11,037.50","10,890.00","11,082.50","10,845.00",-,1.40%
1748,2017-02-28,"10,965.00","11,020.00","11,035.00","10,772.50",-,-0.66%
1749,2017-03-01,"11,037.50","10,970.00","11,110.00","10,912.50",-,0.66%
1750,2017-03-02,"10,807.50","11,045.00","11,072.50","10,765.00",-,-2.08%
1751,2017-03-03,"10,977.50","10,830.00","11,022.50","10,795.00",-,1.57%
1752,2017-03-06,"11,077.50","10,970.00","11,087.50","10,937.50",-,0.91%
1753,2017-03-07,"10,667.50","11,065.00","11,065.00","10,630.00",-,-3.70%
1754,2017-03-08,"10,172.50","10,687.50","10,732.50","10,110.00",-,-4.64%
1755,2017-03-09,"10,155.00","10,165.00","10,230.00","10,012.50",-,-0.17%
1756,2017-03-10,"9,917.50","10,172.50","10,212.50","9,862.50",-,-2.34%
1757,2017-03-13,"10,212.50","9,982.50","10,277.50","9,967.50",-,2.97%
1758,2017-03-14,"10,225.00","10,202.50","10,295.00","10,052.50",-,0.12%
1759,2017-03-15,"10,247.50","10,222.50","10,337.50","10,185.00",-,0.22%
