DATADATE,VALUE
352,2011-06-02,748.0
353,2011-06-03,746.0
354,2011-06-06,745.0
355,2011-06-07,740.0
356,2011-06-08,736.0
357,2011-06-09,733.0
358,2011-06-10,732.0
359,2011-06-13,732.0
360,2011-06-14,731.0
361,2011-06-15,734.0
362,2011-06-16,735.0
363,2011-06-17,740.0
364,2011-06-20,745.0
365,2011-06-21,753.0
366,2011-06-22,758.0
367,2011-06-23,764.0
368,2011-06-24,754.0
369,2011-06-27,749.0
370,2011-06-28,746.0
371,2011-06-29,746.0
372,2011-06-30,747.0
373,2011-07-01,746.0
374,2011-07-04,750.0
375,2011-07-05,753.0
376,2011-07-06,753.0
377,2011-07-07,752.0
378,2011-07-08,751.0
379,2011-07-11,744.0
380,2011-07-12,742.0
381,2011-07-13,745.0
382,2011-07-14,744.0
383,2011-07-15,744.0
384,2011-07-18,742.0
385,2011-07-19,743.0
386,2011-07-20,743.0
387,2011-07-21,738.0
388,2011-07-22,733.0
389,2011-07-25,730.0
390,2011-07-26,726.0
391,2011-07-27,725.0
392,2011-07-28,722.0
393,2011-07-29,721.0
394,2011-08-01,720.0
395,2011-08-02,716.0
396,2011-08-03,717.0
397,2011-08-04,716.0
398,2011-08-05,714.0
399,2011-08-08,711.0
400,2011-08-09,709.0
401,2011-08-10,705.0
402,2011-08-11,701.0
403,2011-08-12,698.0
404,2011-08-15,695.0
405,2011-08-16,693.0
406,2011-08-17,691.0
407,2011-08-18,692.0
408,2011-08-19,689.0
409,2011-08-22,687.0
410,2011-08-23,687.0
411,2011-08-24,694.0
412,2011-08-25,694.0
413,2011-08-26,693.0
414,2011-08-30,682.0
415,2011-08-31,679.0
416,2011-09-01,677.0
417,2011-09-02,677.0
418,2011-09-05,677.0
419,2011-09-06,675.0
420,2011-09-07,673.0
421,2011-09-08,672.0
422,2011-09-09,672.0
423,2011-09-12,678.0
424,2011-09-13,681.0
425,2011-09-14,681.0
426,2011-09-15,680.0
427,2011-09-16,681.0
428,2011-09-19,683.0
429,2011-09-20,692.0
430,2011-09-21,698.0
431,2011-09-22,700.0
432,2011-09-23,694.0
433,2011-09-26,693.0
434,2011-09-27,693.0
435,2011-09-28,693.0
436,2011-09-29,695.0
437,2011-09-30,697.0
438,2011-10-03,704.0
439,2011-10-04,714.0
440,2011-10-05,756.0
